# dari http://www.geocities.com/CapeCanaveral/1999/, last mod 1995-11-29
# "You can download English-Indonesian dictionary (323k) that I made. Use WINZIP.EXE to unpack the file. I use dbf file (dBase III+). It has over that 17,000 words. This dictionary is designed to help us (Indonesian) reading English literatures, so I omit simple words that everybody usually knows. You may modify it to meet your needs. It's for free. It's for end user only, not commercial. You can distribute this file to everybody who needs it."
"ENGLISH,C,20"	"INDONESIA,C,50"
"frigate"	"kapal pengawal cepat"
"fright"	"kengerian,buruk/aneh rupa"
"frighten"	"menakutkan,megejutkan"
"frightful"	"menakutkan,mengerikan,tdk menyenangkan/memuaskan"
"frightfully"	"sangat menakutkan"
"frigid"	"dingin,tdk ramah/bersemangat"
"frigidity"	"hal mati rasa/tdk ramah"
"frill"	"embel2,rumbai2,jumbai"
"fringe"	"hiasan tepi yg berjumbai,pinggir,tepi,rambut poni"
"frisk"	"gembira,lari & melompat2"
"frisky"	"lincah,riang"
"fritter away"	"membuang2 sedikit demi sedikit"
"fritter"	"smcm kue donat dgn buah ditengahnya"
"frivolous"	"kurang penting/bersungguh2,dangkal"
"frivolity"	"sifat dangkal,hal kurang bersungguh2"
"frolic"	"bermain dgn gembira,bersenda gurau"
"frolicsome"	"bergembira,bersenda gurau"
"frond"	"daun pakis/palem"
"frontispiece"	"gambar pd hlm pertama buku"
"frost"	"di bawah titik beku air,membeku,embun beku,kega-"
"frost"	"galan,rusak krn embun beku"
"frosted glass"	"kaca yg dibuat kabur"
"frostbite"	"radang krn kedinginan"
"frost-bitten"	"meradang krn kedinginan"
"frosty"	"dingin sekali,diliputi embun beku"
"froth"	"buih,busa,omong kosong"
"frown"	"mengernyitkan kening,merengut,bermuka masam,cem-"
"frown"	"berut"
"frown on"	"tdk setuju,masam krn tdk suka"
"frugal"	"hemat,hati2,murah"
"frugally"	"dgn murah"
"frugality"	"kehematan"
"fruit"	"buah,hasil,keuntungan"
"fruiterer"	"penjual buah2an"
"fruitful"	"berbuah,berhasil"
"fruition"	"tercapainya harapan"
"fruity"	"spt buah"
"frustrate"	"menghalang2i,menggagalkan,mengecewakan"
"from time to time"	"kadang2,sekali2"
"front"	"jln yg membatasi bag kota yg menghadap ke laut,"
"front"	"jln yg membatasi danau"
"frontage"	"bag dpn tanah/gedung(yg berbatasan dgn sungai/jln)"
"front"	"put on a bold ~:pura2 tdk takut,berlagak berani"
"free will"	"kemauannya sendiri"
"free-handed"	"suka memberi,murah hati"
"freehold"	"dimiliki scr lengkap"
"freemason"	"anggota masy rahasia yg punya cab di slrh dunia"
"freethinker"	"org yg tdk mau menerima ajaran agama/hrs logis"
"fume"	"asap/gas/uap yg berbau tajam,berasap,marah2,mema-"
"fume"	"rahi"
"fumigate"	"mengasapi spy kuman mati"
"functionary"	"pegawai,pejabat"
"fund"	"persediaan,simpanan,modal,dana"
"fund"	"relief ~:dana bantuan"
"funeral"	"pemakaman,penguburan"
"funereal"	"ttg/spt pemakaman,gelap,sedih,suram"
"funk"	"sangat takut,penakut,menghindari berbuat sesuatu"
"funny-bone"	"ujung siku"
"fur"	"bulu hewan halus utk pakaian,kerak,lap keras pd -"
"fur"	"lidah org sakit"
"furred"	"berbulu halus,ditutup dgn bulu halus"
"furry"	"berkenaan/spt bulu halus/kerak"
"furnish"	"menyediakan,melengkapi (perabot)"
"fundamental"	"asasi,penting seklai,pokok,prinsip"
"furthermost"	"paling jauh,sejauh2nya"
"furthermore"	"apalagi,lagi pula,selain itu"
"fuse"	"meleburkan,mencairkan,memadukan,sekering,sumbu api"
"fusion"	"campuran,paduan"
"fuss"	"kesibukan tdk menentu,kerewelan,keributan yg tdk-"
"fuss"	"penting"
"fussy"	"ribut2 ttg hal kecil,cerewet,rewel"
"feature"	"bag muka,wajah,bag yg menarik,ciri,sifat,hal"
"featureless"	"tdk ada sifat menarik/khusus"
"fed up"	"merasa tdk puas,jemu,bosan,muak"
"federal"	"berkenaan/bersifat perserikatan/persatuan"
"federalism"	"persekutuan,perserikatan"
"federate"	"bergabung,bersekutu"
"feed"	"memberi/menyediakan makan,menyuapi,menyusui"
"feeler"	"sungut serangga,saran yg dikemukakan utk mengeta-"
"feeler"	"hui pdpt org lain"
"faun"	"dewa hutan & lapangan spt kambing"
"fellow"	"org laki2,teman senasib/seperjuangan,gol terpela-"
"fellow"	"jar"
"fellow-feeling"	"kesediaan,kecenderungan hati,rasa persahabatan"
"fellowship"	"persahabatan,keanggotaan dr suatu gol,kedudukan -"
"fellowship"	"dlm universitas"
"feminism"	"gerakan persamaan hak kaum wanita"
"fetch"	"menjemput,mengambil,mencucurkan,mengeluarkan,mena-"
"fetch"	"rik nafas panjang,memasukkan,menjual dgn harga ttt"
"festoon"	"rangkaian hiasan bunga/daun yg digantung"
"festive"	"berkenaan dgn pesta"
"festivity"	"pesta,peristiwa gembira,meriah,jamuan"
"fervent"	"panas,menyala,membara,bersemangat,bergairah"
"fervour"	"semangat,kegairahan"
"fervid"	"menyala2,bersemangat,bergairah"
"fertile"	"subur,penuh dgn rencana2"
"fertilize"	"menyuburkan,memupuki"
"fertilizer"	"pupuk,rabuk"
"ferret"	"(berburu dgn) smcm musang"
"ferret out"	"menemuukan stlh berusaha keras"
"ferment"	"ragi,menggembirakan,dlm kead gelisah/cemas"
"fend off"	"menangkis,mpthnk diri"
"fend for"	"menghidupi,memelihara,bertgjwb atas"
"gain"	"memperoleh,mdpt,mencapai,bertambah,berangsur,maju,"
"gain"	"menyusul,mendahului,untung,kemajuan"
"gainful"	"menguntungkan,berfaedah"
"gallery"	"balai seni,tempat termurah dlm teater,kelas kam-"
"gallery"	"bing,panggung,mimbar,serambi,terowongan tambang"
"gallop"	"(kuda) lari kencang,congklang,cepat2 menyelesaikan"
"gallows"	"tiang gantungan"
"gallows-bird"	"org yg mungkin dihukum mati"
"galvanic"	"berkenaan dgn listrik tenaga kimia"
"galvanism"	"listrik tenaga kimia"
"galvanize"	"menyepuh dgn listrik,mengejutkan/membangkitkan"
"game"	"big ~:perburuan hewan"
"gamekeeper"	"penjaga perburuan"
"game-law"	"UU perburuan hewan"
"game"	"cacat,timpang,lumpuh,berani,berjuang terus,berke-"
"game"	"mauan,bertenaga"
"gangrene"	"bag tubuh yg membusuk"
"gangway"	"lorong antara 2 deret kursi,tangga+pintu kapal ke-"
"gangway"	"darat"
"gantry"	"tiang sinyal KA"
"gaol"	"penjara"
"gaol-bird"	"org yg sering dipenjara"
"gaoler"	"kepala penjara"
"gap"	"celah,lobang,tempat lowong,istirahat,perselisihan"
"gang"	"kelompok buruh,budak belia,gerombolan,kelompok-"
"gang"	"narapidana"
"gangster"	"penjahat,bandit"
"garb"	"pakaian khusus"
"garble"	"memutarbalikkan fakta spy memberi kesan keliru"
"gargle"	"berkumur,obat kumur"
"gargoyle"	"talang,cucuran atap"
"gayer"	"lebih gay"
"gayest"	"paling gay"
"gay"	"gembira,riang"
"gaily"	"dgn riang/gembira,=gay"
"gaiety"	"keriangan,kegembiraan,=gay"
"gauze"	"kain kasa,kawat nyamuk"
"gauntlet"	"run the ~:lari di antara 2 baris org yg memukul -"
"gauntlet"	"run the ~:pelari itu sbg hukuman"
"gauntlet"	"sarung tangan tentara (dulu) dgn piringan logam"
"gauntlet"	"throw down the ~:menantang berkelahi"
"gauntlet"	"pick up the ~:menerima tantangan berkelahi"
"gauntlet"	"sarung tangan yg kuat"
"gauge"	"ukuran dsr yg sah,bsrnya,jarak antara 2 rel/roda,"
"gauge"	"diameter peluru,ukuran ketebalan kawat,alat peng-"
"gauge"	"ukur kekuatan angin/banyaknya hujan,menyimpulkan,"
"gauge"	"memperkirakan"
"gather"	"berhimpun,memetik,memungut,mengetahui,berkesimpul-"
"gather"	"an,rasa,mengerutkan,bernanah"
"gathering"	"kumpulan,rapat"
"govern"	"memerintah,menguasai,mengendalikan,mempengaruhi,"
"govern"	"menentukan"
"gondola"	"perahu panjang berdsr rata di Venesia"
"goldolier"	"tukang/pendayung gondola"
"goose"	"angsa,org bodoh/bego"
"gooseberry"	"buah kecil hijau berambut utk selai/kue"
"golliwog"	"boneka bermuka hitam bermabuut tebal & lurus"
"gold-leaf"	"emas kertas"
"goldsmith"	"tukang emas"
"golden"	"spt emas"
"golden mean"	"jln tengah,tengah2"
"goggle"	"membeliakkan/memutar2 matanya"
"goggles"	"kaca mata selam"
"goddess"	"dewi"
"godchild"	"anak permandian,anak angkat"
"godson"	"=godchild"
"goddaughter"	"=godchild"
"godfather"	"=godmother"
"godmother"	"ibu permandian/angkat"
"godparent"	"=godmother"
"godfearing"	"saleh,beriman"
"godforsaken"	"buruk,jelek,menyedihkan"
"godless"	"murtad,jahat,durhaka"
"godly"	"saleh"
"godsend"	"rahmat,pucuk dicinta ulam tiba"
"goad"	"sesuatu yg mendorong org bertindak,galah utk meng-"
"goad"	"halau ternak,mendorong"
"go about"	"mulai mengerjakan"
"go after"	"mencoba memperoleh,menyusul"
"go by"	"lewat,menurut,mengikut"
"go down"	"tenggelam,karam,reda"
"go for"	"menyerang,dijual dgn harga,ternyata"
"go in for"	"mengikuti,ambil bag,mjd kegemaran"
"go into"	"masuk,dpt membagi"
"go off"	"meletup,turun mutunya"
"go out"	"padam,mati"
"go over"	"memeriksa,mempelajari betul2,mengulangi lagi"
"go through"	"memeriksa,mempelajari betul2,menderita,mengalami"
"go round"	"cukup utk semua"
"go through with"	"menyelesaikan"
"go together"	"cocok,serasi"
"go halves"	"dibagi 2 sama"
"go shares"	"memberi sama banyak"
"go to law"	"menuntut ke pengadilan"
"go to seed"	"berkurang kecerdasannya"
"full of go"	"penuh semangat"
"go"	"on the ~:sibuk,giat"
"go"	"all the ~:menurut ragam muutakhir"
"go-between"	"makelar,perantara"
"goings-on"	"kejadian aneh"
"hibernate"	"hewan yg tidur selama winter"
"hiccup"	"tersendat,kesedakan"
"hiccough"	"tersendat,kesedakan"
"hike"	"gerak jln ke luar kota"
"hiker"	"org yg gerak jln"
"hilarious"	"beramai2,bergembira dgn riuh"
"hilarity"	"keramaian,kegembiraan yg riuh"
"hilly"	"berbukit"
"hillock"	"bukit kecil"
"hilt"	"hulu pedang/golok"
"hilt"	"up to the ~:sepenuhnya,sama sekali,seluruhnya"
"hind"	"kijang betina,belakang"
"hindmost"	"paling belakang"
"hinder"	"merintangi,mencegah"
"hindrance"	"rintangan,hambatan"
"hinge"	"engsel"
"hinge upon"	"tergantung/bergantung kpd"
"hinge on"	"tergantung/bergantung kpd"
"hint"	"isyarat,sindiran,tanda,saran"
"hippodrome"	"gelanggang pacuan kereta (Romawi/Yunani kuno)"
"hippodrome"	"tempat terbuka utk sirkus/peragaan menunggang kuda"
"hire"	"menyewa"
"hireling"	"org sewaan"
"hire-purchase"	"cara pembelian mengangsur"
"hirer"	"penyewa"
"hiss"	"mendesis,desir,suara kurang puas"
"histrionic"	"ttg drama,teater,permainan,acting seorg pemain"
"hive"	"sarang/tempat memelihara lebah,tempat yg ramai"
"hither"	"sini,di sini"
"hitherto"	"sampai skr,hingga kini"
"hitch-hike"	"bepergian dgn menumpang mobil"
"hoary"	"beruban,tua sekali"
"hob"	"rak dr logam tempat gerabah dekat perapian"
"hoax"	"kenakalan,mpmainkan,menipu,membohongi,berkelakar"
"hoarse"	"serak,parau"
"hobglobin"	"anak setan,hantu kecil"
"hobnail"	"pake sepatu"
"hob-nob"	"bercakap2 & minum2 dgn seseorg"
"hock"	"blk mata kaki hewan"
"hod"	"kotak utk mengangkat bata/semen"
"hoe"	"sekop,cangkul"
"hoist"	"mengerek,menaikkan,mengangkat"
"hog"	"babi jantan dikebiri,org yg kotor & rakus"
"hog"	"go the whole ~:berbuat sesuatu dgn sesama"
"hobbyhorse"	"kuda kayu,pokok pembicaraan yg sangat disukai"
"hocus-pocus"	"silap mata,sesuatu utk mengalihkan perhatian"
"hoar-frost"	"embun beku putih"
"hoarding"	"pagar papan di bangunan yg blm jadi (utk iklan)"
"hoard"	"simpanan,persediaan,timbunan,tabungan"
"hobble"	"berjln dgn pincang,mengikat kaki kuda spy tdk lari"
"holly"	"semak berbuauh kecil merah"
"hold"	"palka,tempat barang di kapal"
"holster"	"sarung pistol dr kulit"
"holystone"	"batu penggosok"
"holocaust"	"kemusnahan bsr2an,minta bnyk korban"
"holyhock"	"tanaman kebuun yg berbunga merah cerah"
"homicide"	"pembunuhan mns"
"homicidal"	"berkenaan dgn pembunuhan"
"homily"	"kotbah"
"homonym"	"homonim:pail//pale"
"hone"	"batu asah"
"honeycomb"	"sarang madu,membuat lubang2/terowongan"
"honeyed"	"kata2 manis spt madu"
"honied"	"kata2 manis spt madu"
"honeysuckle"	"tanaman merambat berbau harum"
"honorary"	"tdk digaji tetap,kehormatan"
"hoodwink"	"mendustai,membohongi,menipu,menyesatkan"
"hoof"	"kuku/tapak kuda"
"hooligan"	"pengacau"
"hooliganism"	"perbuatan/hal mengacau"
"hooves"	"=hoof"
"hornet"	"lebah bsr,tabuhan"
"hub"	"pusat roda/kegiatan"
"hubbub"	"keributan yg membisingkan,kegemparan"
"hue"	"warna,~ & cry:keributan,kegemparan"
"huff"	"in a ~:marah2"
"huffy"	"pemarah/lekas marah"
"howdah"	"tempat duduk di punggung gajah"
"hoove"	"=heave"
"hovel"	"pondok yg kotor,gubuk"
"hostage"	"sandera"
"hostel"	"smcm asrama"
"hostelry"	"losmen,penginapan"
"hors de combat"	"luka/cedera,tdk dpt bertempur lagi"
"hors-d'oeuvre"	"makanan pembuka"
"hospitality"	"keramahan/pelayanan thd tamu"
"high seas"	"laut lepas,tengah laut"
"high sea"	"laut yg bsr ombaknya"
"high"	"play ~:judi dgn taruhan tinggi"
"high-born"	"keturunan bangsawan"
"high-brow"	"berselera,bercita2 tinggi"
"highflown"	"muluk2"
"high-handed"	"sewenang2,ingin menguasai"
"highlander"	"penduduk dataran tinggi"
"highminded"	"berbudi luhur"
"high-strung"	"perasa,mudah tersinggung"
"highway-man"	"penyamun berkuda di jlnan (dulu)"
"hit upon"	"mendpt akal,mendptkan/menemukan scr kebetulan"
"hitch"	"menarik dgn cepat,menyentak,merenggut,mengaitkan,"
"hitch"	"simpul pelaut,rintangan"
"huddle"	"merapat,berhimpit2an,mendekap"
"huddle up"	"berjongkok,mendekap lutut spy hangat"
"hum"	"mendengung,bersenandung"
"humming-bird"	"burung yg kibas sayapnya berdengung"
"humane"	"lemah lembut,baik hati,berperikemnsan"
"humane learning"	"ilmu pengetahuan selain IPA/eksakta"
"humane studies"	"ilmu pengetahuan selain IPA/eksakta"
"humanely"	"dgn perasaan kemnsan"
"humanism"	"pengabdian/ilmu kemnsan,sistem kesusilaan"
"humanitarian"	"org yg bekerja utk kesejahteraan mns"
"humanitarianism"	"paham kemnsan,humanisme"
"humanity"	"mns,kemnsan,perikemnsan,ilmu sastra/filsafat/sejar"
"humble"	"rendah hati,sederhana,miskin,kedud rendah"
"humorous"	"lucu,suka melucu"
"hunch"	"(mem)bungkuk(kan),ponok,irisan/potongan yg tebal"
"hunchback"	"=humpback"
"hunger-strike"	"mogok makan"
"huntsman"	"pemburu"
"huntress"	"pemburu wanita"
"hurtle"	"melemparkan,menghempaskan,membanting"
"husband"	"memakai dgn hemat/hati2"
"husbandman"	"petani"
"husbandry"	"pertanian,pemeliharaan ternak"
"hush"	"diam,tenang,sunyi"
"husk"	"sekam,kulit biji2an,mengupas"
"husky"	"spt sekam,suara serak2 basah"
"pick"	"alat kecil berujung runcing"
"pick"	"a tooth ~:tusuk gigi"
"pick axe"	"kapak dgn 2 ujung runcing"
"pier"	"tembok laut,dermaga,tiang jembatan,tembok antara-"
"pier"	"jendela"
"pierce"	"menusuk,menikam,tajam,melengking"
"pig-iron"	"bongkah besi,besi kasar"
"pigheaded"	"keras kepala,kepala batu"
"pigsty"	"kandang babi"
"pigtail"	"kepangan rambut"
"pigeon"	"merpati/dara"
"pigeon-hole"	"tempt surat,mengesampingkan,melupakannya"
"pile"	"pancang dr balok,timbunan,onggokan,gedung yg bsr-"
"pile-driver"	"mesin pemancang"
"pile"	"tinggi,bulu halus pd kain beludru"
"pilfer"	"mencuri barang kecil2,sedikit2"
"pilgrim"	"org yg berziarah ke tempat keramat"
"pilgrimage"	"ziarah,naik haji"
"pike"	"tombak,ikan sungai yg bsr"
"pike"	"as plain as ~staff:jelas sekali,mudah dimengerti"
"pillar-box"	"kotak pos di jln2"
"pillion"	"boncengan sepeda motor,tempat duduk blk penung-"
"pillion"	"gang kuda"
"pilot"	"perintis,penunjuk jln"
"pillory"	"pasung,mengumumkan kesalahan/kekurangan"
"pine"	"pohon/hutan cemara/pinus,menara,kurus kering krn-"
"pine"	"sakit/sedih,sangat ingin/rindu,berhasrat bsr"
"pinnace"	"perahu didayung 8 org/dgn tenaga uap/bensin"
"pint"	"1/8 galon"
"pinnacle"	"puncak,hiasan menara di gedung2"
"piston"	"penghisap"
"piston-rod"	"setang penghisap/piston"
"pivot"	"poros,as,pokok pembicaraan,berporos,berputar"
"pith"	"bag inti,empulur"
"pithy"	"penuh arti,ringkas"
"pithily"	"dgn penuh arti/ringkas"
"pity"	"perasaan belas kasihan"
"pity on"	"menolong,kasihan,perasaan sayang/menyesal"
"pitiable"	"patut dikasihani/disayangkan,menyedihkan"
"pitiful"	"merasa kasihan,memilukan,sangat disayangkan"
"placard"	"lembaran pengumuman,pelekat"
"piquant"	"agak pedas tapi enak,mengasyikkan,menyenangkan"
"piquancy"	"kepedasan,kesedapan"
"pique"	"menyinggung perasaan,melukai hati,menimbulkan mi-"
"pique"	"nat/perasaan ingin tahu"
"pique on"	"bangga akan,perasaan tersinggung/jengkel"
"pirate"	"bajak laut,pembajak hak cipta"
"piracy"	"pembajakan (hak cipta)"
"pirouette"	"putaran cepat penari balet pd ujung kakinya"
"pitch"	"ter utk menambal lubang/celah,memiringkan"
"pitch-black"	"hitam legam"
"pitch-dark"	"gelap gulita"
"pit"	"lubang galian yg dlm,tempat duduk terblk di teater"
"pit"	"bopeng,burik,mengadu,menarungkan"
"pitfall"	"lubang perangkap,jebakan"
"pitch"	"memasang,menegakkan,melemparan,membanting,mencam-"
"pitch"	"pakkan,tersungkur,jungkat-jungkit,menentukan nada"
"pitch in"	"mulai bekerja dgn penuh semangat"
"pitch into"	"menyerang dgn hebat"
"pitch upon"	"memilih begitu saja"
"pitch"	"mutu,pangkalan,pedagang keliling"
"pitchfork"	"garpu bsr utk mengangkat jerami"
"placid"	"tenang,tdk merasa terganggu,tdk lekas marah"
"placidly"	"dgn tenang"
"placidity"	"ketenangan"
"pipe"	"pipa,seruling,peluit kapal"
"pipeline"	"pipa kilang minyak"
"piper"	"peniup seruling (Skotlandia)"
"piping"	"panjang pipa saluran,melengking"
"piping hot"	"panas sekali"
"pink"	"merah jambu,bunga anyelir"
"pink"	"in the ~:baik2 saja,dlm kead baik"
"pinch"	"mencubit,menjepit,kekurangan,sakit,mencuri"
"pinch"	"at a ~:dlm kead darurat"
"pin"	"peniti,jarum pentul,menyematkan,menindihkan,"
"pins & needles"	"kesemutan"
"pin"	"sedikitpun"
"pinprick"	"sesuatu yg menjengkelkan"
"piece-goods"	"barang2 kelontong"
"piecemeal"	"sedikit demi sedikit,sepotong2,bag demi bag"
"piece-work"	"pekerjaan dgn honor sesuai dgn yg dikerjakan"
"pidgin"	"bhs Inggris pasaran"
"picturesque"	"indah sekali,permai,mengasyikkan,menarik,unik"
"pickle"	"acar,in a ~:dlm kead memalukan"
"picket"	"pengawal,penjaga pemogokan,tiang berujung runcing,"
"picket"	"piket"
"pick holes"	"mencari2 kesalahan org,pemilihan,pilihan"
"pick-a-back"	"mengendong di bahu"
"prurient"	"berminat bsr pd hal2 yg tdk senonoh"
"prussic acid"	"racun yg mematikan"
"pry into"	"mengintip,ingin tahu akan"
"pry"	"membuka dgn paksa,menyungkil,mengorek rahasia"
"psychic"	"berkenaan dgn jiwa/batin"
"psychiatry"	"ilmu pengobatan penyakit jiwa"
"psycho-analysis"	"analisa scr ilmu jiwa"
"psychology"	"ilmu jiwa"
"public spirit"	"kesediaan bekerja utk kesejahteraan masy"
"publican"	"pemilik tempat minum2"
"publicist"	"wartawan penulis berita hangat,ahli hkm internasio"
"publicity"	"kead terkenal/diketahui umum"
"publicize"	"mengiklankan,mengumumkan"
"puff"	"hembusan nafas/uap/asap,terengah2,membusungkan,-"
"puff"	"menggembungkan"
"puffy"	"terengah2,membengkak,kehabisan nafas"
"puuffed up"	"sombong"
"puffier"	"lebih puffy"
"puffiest"	"paling puffy"
"pugnacious"	"suka berkelahi,garang"
"pugnacity"	"hal suka berkelahi,kegarangan"
"pulley"	"kerek,katrol"
"pulley-block"	"balok kayu utk memasang kerek"
"pulp"	"daging buah,bubur kertas"
"pulsate"	"kembang-kempis,berdenyut,berdebar"
"pulverize"	"menumbuk halus,melumatkan"
"pull round"	"sembuh dr penyakit"
"pull off"	"berhasil memenangkan/mencapai"
"pull through"	"mengatasi,selamat/sembuh dr"
"pull together"	"menguasai perasaan,mengekang"
"pull up"	"menghentikan"
"pull a face"	"menunjukkan perasaan tdk suka,jijik,kecewa"
"pull weight"	"turut serta ambil bag"
"pull leg"	"mempermainkan,membohongi scr berkelakar"
"pull-over"	"baju hangat rajutan yg dipakai mll kepala"
"pun"	"permainan kata2 yg sama bunyinya/2 artinya"
"punch"	"tinju,alat utk melubangi,air jeruk sitrun"
"punctilious"	"sangat teliti/berhati2"
"punctual"	"tepat pd wktnya"
"punctuate"	"menyela,menyelingi,me+ tanda baca"
"punctuation"	"tanda baca"
"puncture"	"lubang kecil,bocor"
"punitive"	"bersifat menghukum"
"punkah"	"potongan kain yg dpt digerakkan spt kipas"
"punka"	"=punkah"
"punt"	"perahu datar bawahnya persegi ujungnya"
"purchase"	"genggaman,pegangan"
"pure"	"bersih,murni,tulen,suci,jelas,belaka,semata2"
"purely"	"semata2,belaka"
"purify"	"memurnikan,membersihkan"
"purist"	"org yg sangat memperhatikan penggunaan kata2"
"purge"	"membersihkan,mencuci,menghapuskan,cuci perut"
"purgative"	"obat cuci perut"
"purgatory"	"kead menderita utk sementara wkt"
"puritan"	"org fanatik pd agama"
"puritanical"	"keras & teguh"
"purport"	"arti,maksud,tujuan,mengaku sbg"
"purpose"	"maksud,tujuan,rencana,cita2,on ~:dgn sengaja"
"purposeful"	"bertujuan,penuh arti"
"purposely"	"dgn sengaja"
"purse"	"dompet kecil,mengerutkan bibir,uang hadiah"
"pursuance"	"melaksanakan,menjlnkan"
"pursue"	"mengejar,memburu,melanjutkan"
"pursuit"	"pemburuan,pengejaran"
"purvey"	"menyediakan,mengirim persediaan"
"purveyor"	"pengiriman persediaan"
"push on"	"meneruskan perjlnan/pekerjaan"
"push"	"tekad,at a ~:kalau terpaksa/terdesak"
"putrefy"	"mjd busuk"
"putrefaction"	"kead mjd busuk"
"putrescent"	"membusuk"
"putrid"	"busuk,berbau"
"put about"	"bimbang,cemas"
"put across"	"membujuk,mempengaruhi"
"put away"	"menyimpan,mengembalikan ke tempat semula"
"put back"	"menangguhkan,melambatkan"
"put by"	"menyisihkan utk kelak"
"put down"	"mwnuliskan,menekan,menindas,memandang seseorg"
"put forth"	"mengerahkan"
"put forward"	"mengemukakan,mengajukan"
"put in"	"mengajukan,menghabiskan,menyerahkan,singgah,hadir"
"put in for"	"melamar"
"put off"	"berdalih,menunda"
"put on"	"pura2,menyediakan,mempertinggi,bertaruh"
"put out"	"memadamkan,mencemaskan,mengganggu,ke luar"
"put through"	"menyelesaikan dgn baik,menyambung"
"put up"	"mendirikan,menawarkan,menaikkan,berdoa,menyediakan"
"put up with"	"menanggung,menerima dgn sabar,mentolerir"
"revue"	"pertunjukan tari/lawak/musik"
"revulsion"	"perubahan perasaan yg mendadak & mutlak"
"reward"	"hadiah"
"revolve"	"berputar,memikirkan dr semua segi"
"revoke"	"menarik kembali,membatalkan,mencabut"
"revocation"	"percabutan,pembatalan,penarikan kembali"
"revise"	"mempertimbangkan/memperbaiki kembali"
"revision"	"perbaikan"
"revenue"	"pendptan,penghasilan"
"revenue officer"	"petugas pajak"
"Inland Revenue"	"pendptan negara"
"retribution"	"hukuman setimpal"
"reveal"	"memperlihatkan,memberitahukan rahasia,membukakan"
"revelation"	"wahyu,ilham,pemberitahuan rahasia"
"reveille"	"tanda tentara utk bangun pagi"
"retrieve"	"memiliki kembali,membetulkan,memulihkan"
"retrench"	"berhemat,mengurangi,memperkecil"
"retrenchment"	"penghematan,pengurangan"
"reverberate"	"menggema,berkumandang"
"reverie"	"lamunan,impian,angan2"
"rhubarb"	"tanaman dgn tangkai banyak air utk dimasak"
"rhetoric"	"penggunaan kata2 yg indah dlm pidato (muluk2)"
